129,25
156.75,353.25
104.5,329
137.16,278.62
152.25,276.25
380,247
146.5,193
145,185.5
300.957,106.968
297,94
235.757,98.4595
227.904,98.0192
227.5,89.5
269.541,81.2568
273.5,74.5
277.75,68.75
236.742,61.8402
227.5,60.5
327.75,346.75
411,254
245,252.5
395,126.5
431,98
527,35
206.5,37
282.5,34
